Channel,Watch time(Minutes),Stream time(minutes),Peak viewers,Average viewers,Followers,Follower Count,Followers gained,Views gained,Partnered,Mature,Language
Zerkaa,140243025,51000,11192,2571,529504,1,373720,2530852,TRUE,FALSE,English
natalan,152469705,60510,9561,2240,529357,1,462674,2737155,TRUE,TRUE,Spanish
RayNarvaezJr,133649520,82605,6611,1589,528396,1,29068,2180691,TRUE,TRUE,English
Philza,202591425,62925,24611,2991,527540,1,292543,5158370,TRUE,FALSE,English
Nikolarn,293952480,129510,30044,2279,526389,1,214216,3964166,TRUE,FALSE,English
OgamingLoL,1483207890,496950,204491,3020,523758,1,115965,71583995,TRUE,FALSE,French
ybicanoooobov,938816460,114765,17036,8255,523512,1,101937,16237397,TRUE,FALSE,Russian
VGBootCamp,181431360,77085,97791,1534,521938,1,24798,5491154,TRUE,FALSE,English
Diegosaurs,558587535,128580,32463,4150,521201,1,270255,9851921,TRUE,TRUE,English
ThaldrinLol,188750280,112095,11305,1671,521166,1,95126,7822019,TRUE,FALSE,Turkish
TeePee,789698115,170010,78741,4410,520519,1,238257,17102146,TRUE,TRUE,English
Mendo,226473345,99480,25321,1959,518090,1,176007,5487693,TRUE,TRUE,English
B0aty,510323715,151215,22375,3152,516113,1,49577,8448691,TRUE,TRUE,English
ZanoXVII,610609920,95730,30648,6073,514866,1,322929,6034891,TRUE,FALSE,Italian
EWROON,526660590,101235,21341,5172,514693,1,232079,13289271,TRUE,FALSE,Polish
DuendePablo,152343585,133290,10121,1101,514073,1,118567,4216188,TRUE,FALSE,Spanish
FORMAL,369971310,137190,16518,2391,512592,1,176173,4803076,TRUE,FALSE,English
julien,132054690,80895,15150,1685,511861,1,177756,4880209,TRUE,FALSE,English
CSRuHub,540556545,110880,106003,5044,511431,1,121099,23271913,TRUE,FALSE,Russian
MANvsGAME,142696875,65775,5831,2103,510330,1,2336,2713787,TRUE,TRUE,English
Fextralife,3301867485,147885,68795,18985,508816,1,425468,670137548,TRUE,FALSE,English
BastiGHG,410621295,144135,10455,2733,507730,1,236118,8093220,TRUE,FALSE,German
강지 (rkdwl12),353381040,141450,29993,2484,507418,1,270927,12873339,TRUE,FALSE,Korean
39daph,509052375,135495,12648,3766,505362,1,470589,8983449,TRUE,FALSE,English
GMHikaru,554249955,68355,46106,7155,505361,1,425023,20086431,TRUE,FALSE,English
Emongg,379682235,155910,21922,2228,504653,1,156093,5794763,TRUE,FALSE,English
SummonersInnLive,499421415,64875,110095,6328,503346,1,46779,13724263,TRUE,FALSE,German
Aa9skillz,148596180,49035,11843,2885,502696,1,142789,2373012,TRUE,FALSE,English
LPL,850636305,48765,146577,17573,502467,1,280538,31029241,TRUE,FALSE,English
BLASTPremier,753808200,25260,113167,24689,501371,1,315910,21104122,TRUE,FALSE,English
Day9tv,139556325,64500,5597,2140,496790,1,13344,2495558,TRUE,FALSE,English
TheRealMarzaa,142547775,93015,12525,1505,495558,1,258153,2909149,TRUE,FALSE,Italian
亞洲統神 (asiagodtonegg3be0),284354865,63645,18594,4426,494643,1,22853,11106574,TRUE,FALSE,Chinese
풍월량 (hanryang1125),2186662470,181230,26999,12201,494445,1,92205,34405975,TRUE,FALSE,Korean
Solary,1546597380,486510,24470,3187,493207,1,143569,48799554,TRUE,FALSE,French
csgomc_ru,1308967860,77955,364816,17020,492954,1,447601,42952835,TRUE,FALSE,Russian
jakenbakeLIVE,289531305,120435,23432,2375,489623,1,116554,7920696,TRUE,FALSE,English
AdzTV,206255820,137250,11247,1443,489577,1,167548,4236933,TRUE,FALSE,French
탬탬버린 (2chamcham2),490230510,95055,16243,5107,489270,1,144698,13076008,TRUE,FALSE,Korean
P4wnyhof,221823735,181830,7196,1205,489174,1,6719,6891131,TRUE,FALSE,German
pqueen,243465255,88965,11976,2602,485787,1,328149,8544093,TRUE,FALSE,Turkish
blxckoutz,314656260,152970,18483,2566,482061,1,402587,8381945,TRUE,FALSE,Portuguese
JonVlogs,212114490,81180,21617,2239,480299,1,261559,3260166,TRUE,FALSE,Portuguese
mistermv,476597370,71655,39961,6627,479900,1,150486,12959273,TRUE,TRUE,French
caps,194376465,17865,26754,10170,479368,1,270611,6373471,TRUE,FALSE,English
LosPollosTV,411900525,69900,54323,5671,476096,1,138468,6201733,TRUE,FALSE,English
bmkibler,241615470,103230,15034,2247,475075,1,23971,5087052,TRUE,FALSE,English
Wingsofdeath,202858185,144150,7176,1343,473157,1,6267,2534023,TRUE,FALSE,English
EsfandTV,888938940,189045,29597,4393,471970,1,216021,24144005,TRUE,FALSE,English
MenosTrece,162738420,107700,7132,1481,470873,1,190155,5465173,TRUE,FALSE,Spanish
HasanAbi,1339344945,193560,44649,6543,470123,1,340810,14154952,TRUE,FALSE,English
Sev7n,197315655,183630,31836,1037,469944,1,225963,7453572,TRUE,FALSE,Portuguese
침착맨 (zilioner),601906185,97545,43164,5843,465887,1,121506,18265409,TRUE,FALSE,Korean
BruceGrannec,234104805,78270,11287,3011,463188,1,95268,5973378,TRUE,FALSE,French
Anthony_Kongphan,316366395,163920,49085,1858,462128,1,44534,6805829,TRUE,FALSE,English
m0xyy,384746505,136095,25387,2431,461534,1,269311,6207063,TRUE,FALSE,English
aDrive,255087615,101085,14637,1692,461081,1,117274,3858228,TRUE,FALSE,English
AnniTheDuck,140975745,53220,7894,2533,460463,1,263210,7336341,TRUE,TRUE,German
Sfory,612617325,73590,75219,3197,457502,1,450299,12391816,TRUE,FALSE,Russian
Nmplol,429213420,63870,24687,6767,455444,1,130564,8859183,TRUE,FALSE,English
XEWER,315398565,189315,17100,1660,455056,1,215059,6449741,TRUE,FALSE,French
Manyrin,249488880,109125,17140,2284,449520,1,146381,11128490,TRUE,FALSE,Russian
MasterSnakou,225243465,124275,12948,1786,448316,1,73137,6565757,TRUE,FALSE,French
老皮 (mobilmobil),652685055,126120,16497,5303,446426,1,34362,20520762,TRUE,TRUE,Chinese
Vinesauce,536989080,86790,19065,6125,442493,1,80616,5560969,TRUE,TRUE,English
goncho,162817050,61770,18091,2431,442412,1,236558,6156791,TRUE,TRUE,Spanish
PainLivestream,145610160,89775,15002,1635,435872,1,81619,2283772,TRUE,TRUE,German
Lord_Kebun,1943299035,153720,34830,12367,434200,1,137215,19645967,TRUE,FALSE,English
SparkofPhoenixTV,148192215,92400,15792,1462,433078,1,195208,3537808,TRUE,FALSE,German
trihex,144608640,121515,21721,1157,431935,1,29678,5777172,TRUE,TRUE,English
LuluLuvely,229749045,107070,10110,2178,431852,1,360592,6019198,TRUE,FALSE,English
Annoying,250297065,64290,17361,3884,431285,1,158587,1799471,TRUE,FALSE,English
sips_,325731015,108990,7872,2984,430755,1,84034,4331397,TRUE,TRUE,English
FollowGrubby,451910415,132015,15296,3365,430649,1,46282,12249560,TRUE,FALSE,English
MatteoHS,169885590,141525,5827,1176,428553,1,221153,4537952,TRUE,FALSE,Italian
dota2mc_ru,1464683175,66675,182869,19495,428284,1,156721,38774178,TRUE,FALSE,Russian
오킹 (obm1025),346276365,96000,19328,3563,428179,1,244442,8920133,TRUE,FALSE,Korean
JLTomy,1228169940,121455,42079,10053,428073,1,277529,13890640,TRUE,FALSE,French
괴물쥐123 (tmxk319),857951685,116400,71933,7173,427926,1,367486,17151766,TRUE,FALSE,Korean
ElmiilloR,686456910,126105,45726,5163,426716,1,189847,20714971,TRUE,FALSE,Spanish
Baiano,859718520,85860,107069,9229,425797,1,363343,19412227,TRUE,FALSE,Portuguese
PAGO3,402836460,156135,20284,2326,425072,1,150470,12693893,TRUE,FALSE,Polish
Vader,1110952500,184305,16289,5913,424374,1,57681,11535871,TRUE,TRUE,English
RATIRL,649761570,145050,14480,4420,423002,1,249048,14109245,TRUE,TRUE,English
UberHaxorNova,615472275,181950,7808,3247,421256,1,65267,7518457,TRUE,FALSE,English
iklooode25,140170155,21360,42463,7265,418710,1,354335,1443848,TRUE,FALSE,Arabic
AntoineDanielLive,238217145,54870,16671,3964,416920,1,272263,6778234,TRUE,FALSE,French
QuickyBaby,255820995,118710,11077,2207,416329,1,45998,5642381,TRUE,FALSE,English
RocketBeansTV,360858030,518415,5223,696,416018,1,27024,5973152,TRUE,FALSE,German
